,MGG (1),MGG (2),MGG (3),Raabe,Searle,Eckhardt-Müller,Werktitel (MGG),Titel des Werks ,Populartitel,Vertonung,Fassung,Version,Titel des untergeordneten Werks,Abteilungen / Akte / Abschnitte,Sammlung 1,Sammlung 2,Tonart,Taktart,Tempoangabe,Besetzung,Text-Incipits,Widmung an,Widmung diplomatisch,Kommentar zur Widmung,Musikalische Vorlage,Komponist,Textvorlage,Textdichter,Vorlage Kunstwerk,Künstler,Lokalitätsbezug,Kompositionszeitraum,"Entstehung und Herausgabe
(Fließtext)",Erstausgabe,Link Notentext EA,Anthologie,Folgeausgaben,UA,Weitere Aufführungen,Konzertberichte,Werkrezensionen,"Verweis auf andere ""Werke""",Briefstellen,Literatur (1),Seite (1),Literatur (2),Seite (2),Literatur (3),Seite (3),Literatur (4),Seite (4),Literatur (5),Seite(5),Neuausgaben,Bearbeiter,Kommentare Bearbeiter,Autographe Entwürfe (1),Link,Kommentar,Autographe Entwürfe (2),Link,Kommentar,Autographe Entwürfe (3),Kommentar,Autograph(e Stichvorlage) (1),Link ,Kommentar,Autograph(e Stichvorlage) (2),Link,Kommentar,Autograph(e Stichvorlage) (3),Link,Kommentar,Autographe Abschrift (1),Link,Kommentar,Autographe Abschrift (2),Link,Kommentar,Autographe Abschrift (3),Kommentar,Autographe Abschrift (4),Kommentar,Drucke mit Eintragungen von Liszts Hand (1),Link,Kommentar,Drucke mit Eintragungen von Liszts Hand (2),Link,Kommentar,"Auktionen, Katalog",Link,Kommentar
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10b/3,161,A55,"Années de pèlerinage, deuxième année, Italie: 3 Canzonetta del Salvator Rosa","Années de pèlerinage, deuxième année, Italie",,,,,3 Canzonetta del Salvator Rosa,,,,,,,Kl,,,,"Nr. 1 wurde von Raphaels gleichnamigem Gemälde inspiriert, Nr. 2 von Michelangelos Statue, Nr. 4-6 liegen die Petrarca-Sonette 47, 104 und 123 zugrunde, die Liszt auch als Lieder vertonte. Nr. 7 folgt einem Gedicht V. Hugos.",,,,,,,,,,"Wien 1846 (1. Version Nr.4-6)†, Haslinger",,,"St Petersburg, ?1847 (Nr.5, ?1. Ausg.), Au Ménestrel; Mz. 1858 (Gesamtausg., 2, Version)†, Schott",,,,,"A102, A197, J44, N14",,Bozó 2007,69–72,,,,,,,,,"MW ii/5 (1. Version, Nr.4-6), ii/6 (2. Version, komplett); NLGA i/7 (2. Version)",DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/I 14,,zeitgenössische Schrift ,,,,,,,,D-WRgs GSA 60/I 13,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10b/4,161,A55,"Années de pèlerinage, deuxième année, Italie: 4 Sonetto del Petrarca Nr. 47 (Benedetto sia'l giorno)","Années de pèlerinage, deuxième année, Italie",,,,,4 Sonetto del Petrarca Nr. 47 (Benedetto sia'l giorno),,,,,,,Kl,,,,"Nr. 1 wurde von Raphaels gleichnamigem Gemälde inspiriert, Nr. 2 von Michelangelos Statue, Nr. 4-6 liegen die Petrarca-Sonette 47, 104 und 123 zugrunde, die Liszt auch als Lieder vertonte. Nr. 7 folgt einem Gedicht V. Hugos.",,,,,,,,,,"Wien 1846 (1. Version Nr.4-6)†, Haslinger",,,"St Petersburg, ?1847 (Nr.5, ?1. Ausg.), Au Ménestrel; Mz. 1858 (Gesamtausg., 2, Version)†, Schott",,,,,"A102, A197, J44, N14",,Fowler 1986,48–49,Bozó 2007,69–72,,,,,,,"MW ii/5 (1. Version, Nr.4-6), ii/6 (2. Version, komplett); NLGA i/7 (2. Version)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H-Bn Ms.mus. 18,,,D-WRgs GSA 60/I 13,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10b/5,161,A55,"Années de pèlerinage, deuxième année, Italie: 5 Sonetto del Petraca Nr. 104","Années de pèlerinage, deuxième année, Italie",,,,,5 Sonetto del Petraca Nr. 104,,,,,,,Kl,,,,"Nr. 1 wurde von Raphaels gleichnamigem Gemälde inspiriert, Nr. 2 von Michelangelos Statue, Nr. 4-6 liegen die Petrarca-Sonette 47, 104 und 123 zugrunde, die Liszt auch als Lieder vertonte. Nr. 7 folgt einem Gedicht V. Hugos.",,,,,,,,,,"Wien 1846 (1. Version Nr.4-6)†, Haslinger",,,"St Petersburg, ?1847 (Nr.5, ?1. Ausg.), Au Ménestrel; Mz. 1858 (Gesamtausg., 2, Version)†, Schott",,,,,"A102, A197, J44, N14",,Fowler 1986,48–49,Bozó 2007,69–72,,,,,,,"MW ii/5 (1. Version, Nr.4-6), ii/6 (2. Version, komplett); NLGA i/7 (2. Version)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/I 13,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10b/6,161,A55,"Années de pèlerinage, deuxième année, Italie: 6 Sonetto del Petrarca Nr. 123 (I' vidi in terra angelici costumi)","Années de pèlerinage, deuxième année, Italie",,,,,6 Sonetto del Petrarca Nr. 123 (I' vidi in terra angelici costumi),,,,,,,Kl,,,,"Nr. 1 wurde von Raphaels gleichnamigem Gemälde inspiriert, Nr. 2 von Michelangelos Statue, Nr. 4-6 liegen die Petrarca-Sonette 47, 104 und 123 zugrunde, die Liszt auch als Lieder vertonte. Nr. 7 folgt einem Gedicht V. Hugos.",,,,,,,,,,"Wien 1846 (1. Version Nr.4-6)†, Haslinger",,,"St Petersburg, ?1847 (Nr.5, ?1. Ausg.), Au Ménestrel; Mz. 1858 (Gesamtausg., 2, Version)†, Schott",,,,,"A102, A197, J44, N14",,Fowler 1986,48–49,Bozó 2007,69–72,,,,,,,"MW ii/5 (1. Version, Nr.4-6), ii/6 (2. Version, komplett); NLGA i/7 (2. Version)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/I 13,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10b/7,161,A55,"Années de pèlerinage, deuxième année, Italie: 7 Après une lecture du Dante, fantasia quasi sonata","Années de pèlerinage, deuxième année, Italie",,,,,7 Après une lecture du Dante. Fantasia quasi sonata,,,,,,,Kl,,,,"Nr. 1 wurde von Raphaels gleichnamigem Gemälde inspiriert, Nr. 2 von Michelangelos Statue, Nr. 4-6 liegen die Petrarca-Sonette 47, 104 und 123 zugrunde, die Liszt auch als Lieder vertonte. Nr. 7 folgt einem Gedicht V. Hugos.",,,"Aprés une Lecture de Dante (August 1836), Nr. 27 aus dem Zyklus Les Voix Intérieurs
https://fr.wikisource.org/wiki/Les_Voix_int%C3%A9rieures/Apr%C3%A8s_une_lecture_de_Dante",Victor Hugo,,,,"""sketched in 1837 and published in a preliminary version in 1838-39, revised in 1849"" (Robert 1975, S.23)","Dante, a Fragment, earlier version, nicht in den Années publiziert; Robert 1875, S. 26","Wien 1846 (1. Version Nr.4-6)†, Haslinger",,,"St Petersburg, ?1847 (Nr.5, ?1. Ausg.), Au Ménestrel; Mz. 1858 (Gesamtausg., 2, Version)†, Schott",,,,,"A102, A197, J44, N14",,Winklhöfer 1977 ,30–32,Bozó 2007,62–72,Robert 1975,22-27,,,,,"MW ii/5 (1. Version, Nr.4-6), ii/6 (2. Version, komplett); NLGA i/7 (2. Version)",DTie,,D-WRgs GSA 60/I 18 ,,,,,,,,,,,,,,,,,D-WRgs GSA 60/I 17,,Liszt Handschrift und zeitgenössische Schrift ,D-WRgs GSA 60/I 76,,Handschrift von Liszt Schrift von Adolf Stahr und Belloni,,,,,D-WRgs GSA 60/I 13,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10c,162,A197,"Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli: 2. Version: 1 Gondoliera, canzone del Cavaliere Peruchini (La biondina in gondoletta), 2 Canzone ('Nessun maggior dolore, canzone del Gondoliere nel Otello di Rossini'), 3 Tarantella da Guillaume Louis Cottrau (Presto e canzone napolitana)","Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli",,,Version 2,,,,,,,,,Kl,,,,--> A53,,,,,,,,,,"Mz. 1861†, Schott",,,,,,,,A55,,Bozó 2007,75–78,,,,,,,,,MW ii/6; NLGA i/7,DTie,,,,,,,,,,D-WRgs GSA 60/I 19,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,"1 Gondoliera, canzone del Cavaliere Peruchini (La biondina in gondoletta)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,"2 Canzone ('Nessun maggior dolore, canzone del Gondoliere nel Otello di Rossini')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,3 Tarantella da Guillaume Louis Cottrau (Presto e canzone napolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10d/1,159,A53/A197,"Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli: 1. Version: 1 Lento","Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli",,,Version 1,,Nr. 1,,,,,,Lento,Kl,,,,"Nr. 1 verwendete Liszt später für die Ouvertüre zu ""Tasso"", woraus dann die Sinf. Dichtung wurde.",,,,,,,,,,,,,-,,,,,,,Bozó 2007,75–78,Johns 1985,20,,,,,,,MW ii/5; NLGA i/7,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs 60/I 19a,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10d/2,159,A53/A197,"Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli: 1. Version: 2 Allegro","Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli",,,Version 1,,Nr. 2,,,,,,Allegro,Kl,,,,"Nr. 1 verwendete Liszt später für die Ouvertüre zu ""Tasso"", woraus dann die Sinf. Dichtung wurde.",,,,,,,,,,,,,-,,,,,,,Bozó 2007,75–78,,,,,,,,,MW ii/5; NLGA i/7,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs 60/I 19a,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10d/3,159,A53/A197,"Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli: 1. Version: 3 Andante placido","Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli",,,Version 1,,Nr. 3,,,,,,Andante placido,Kl,,,,"Nr. 1 verwendete Liszt später für die Ouvertüre zu ""Tasso"", woraus dann die Sinf. Dichtung wurde.",,,,,,,,,,,,,-,,,,,,,Bozó 2007,75–78,,,,,,,,,MW ii/5; NLGA i/7,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs 60/I 19a,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10d/4,159,A53/A197,"Années de pèlerinage, supplément aux Années de pèlerinage 2de Volume: Venezia e Napoli: 1. Version: 4 Tarantelles napolitaines",,,,Version 1,,,,,,,,,Kl,,,,"Nr. 1 verwendete Liszt später für die Ouvertüre zu ""Tasso"", woraus dann die Sinf. Dichtung wurde.",,,,,,,,,,,,,-,,,,,,,Bozó 2007,75–78,,,,,,,,,MW ii/5; NLGA i/7,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D-WRgs 60/I 19a,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/1,163/1,A283,"Années de pèlerinage, troisième année: 1 Angelus! Prière aux anges gardiens","Années de pèlerinage, troisième année",,,,,1 Angelus! Prière aux anges gardiens,,,,,,,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,Heinemann 1980,217,Gut 1981 ,57,Pesce 1990,208–210,Auman 1991,6,Cannata 1997,199,MW ii/6; NLGA i/8,DTie,,,,"British Museum, Add 34 182 ? (Vgl. Pesce 1990) ",,,,,,,,,,,,,,,US-Wc ML96.L58,,Abschrift mit Korrekturen von Liszt,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/2,163/2,A283,"Années de pèlerinage, troisième année: 2 Aux cyprès de la Villa d'Este, thrénodie I (Andante 3/4)","Années de pèlerinage, troisième année",,,,,"2 Aux cyprès de la Villa d'Este, thrénodie I",,,,,3/4,Andante,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,,,,,,,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/3,163/3,A283,"Années de pèlerinage, troisième année: 3 Aux cyprès de la Villa d'Este, thrénodie II (Andante non troppo lento, 4/4)","Années de pèlerinage, troisième année",,,,,"3 Aux cyprès de la Villa d'Este, thrénodie II",,,,,4/4,Andante non troppo lento,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,Kovács 1988 ,321–326,Pesce 1990,210,Auman 1991 ,6,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,US-Wc ML31.H34a no. 72 ,,Fragment ,B-MA BE MRM Aut. 1115e,http://www.webopac.cfwb.be/mariemont/Details/ChoiceArchive/110002178,"funktioniert nicht (mehr) DTie, 10.5.2023",,,,US-NYj 2 L699an A.3au2,http://hz.imslp.info/files/imglnks/usimg/7/79/IMSLP432195-PMLP09971-Liszt_-_cypr.pdf,zeitgenössische Schrift mit Korrekturen von Liszt,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/4,163/4,A283,"Années de pèlerinage, troisième année: 4 Les jeux d'eaux à la Villa d'Este","Années de pèlerinage, troisième année",,,,,4 Les jeux d'eaux à la Villa d'Este,,,,,,,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,,,,,,,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,,,,,,,,,,US-NYj 2 L699an A.3je,http://hz.imslp.info/files/imglnks/usimg/2/22/IMSLP432196-PMLP09971-Liszt_-_jeux.pdf,zeitgenössische Schrift mit Korrekturen von Liszt,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/5,163/5,A283,"Années de pèlerinage, troisième année: 5 Sunt lacrymae rerum, en mode hongrois","Années de pèlerinage, troisième année",,,,,"5 Sunt lacrymae rerum, en mode hongrois",,,,,,,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,Pesce 1990,210,Auman 1991,6,,,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,US-Wc ML96.L58,,,,,,,,,US-NYj 2 L699an A.3sun,https://juilliardmanuscriptcollection.org/phpviewer/index.php?path=LISZ_SUNT,zeitgenössische Schrift mit Korrekturen von Liszt,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/6,163/6,A283,"Années de pèlerinage, troisième année: 6 Marche funèbre","Années de pèlerinage, troisième année",,,,,6 Marche funèbre,,,,,,,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,Pesce 1990,210,,,,,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,D-WRgs GSA 60/I 65a,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,10e/7,163/7,A283,"Années de pèlerinage, troisième année: 7 Sursum corda","Années de pèlerinage, troisième année",,,,,7 Sursum corda,,,,,,,Kl,,,,,,,,,,,,,,"Mz. 1883†, Schott",,,,,,,,"D15, E30",,Turner 1980,160,Pesce 1990,210,,,,,,,MW ii/6; NLGA i/8,DTie,,,,,,,,,,US-NYpm L774.A613,http://www.themorgan.org/music/manuscript/115160,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/1,205/1,A335,Historische ungarische Bildnisse: 1 Stephan Széchényi,Historische ungarische Bildnisse,,,,,1 Stephan Széchényi,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,Auman 1991,8–9,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,US-Wc Rosenthal Collection ,,mit Korrekturen von Liszt ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/2,205/2,A335,Historische ungarische Bildnisse: 2 Franz Deák,Historische ungarische Bildnisse,,,,,2 Franz Deák,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,,,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/3,205/3,A335,Historische ungarische Bildnisse: 3 Ladislaus Teleky ,Historische ungarische Bildnisse,,,,,3 Ladislaus Teleky ,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,Auman 1991,9,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,US-Wc Rosenthal Collection,,Fragment; mit Korrekturen von Liszt ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/4,205/4,A335,Historische ungarische Bildnisse: 4 Josef Eötvös,Historische ungarische Bildnisse,,,,,4 Josef Eötvös,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,Auman 1991,9,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,US-Wc Rosenthal Collection,,mit Korrekturen von Liszt ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/5,205,A335,Historische ungarische Bildnisse: 5 Michael Vörösmarty,Historische ungarische Bildnisse,,,,,5 Michael Vörösmarty,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,,,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/6,205/6,A335,Historische ungarische Bildnisse: 6 [Michael] Alexander Petöfi,Historische ungarische Bildnisse,,,,,6 [Michael] Alexander Petöfi,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,Auman 1991,10,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US-Wc Rosenthal-Collection ,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,112/7,205/7,A335,Historische ungarische Bildnisse: 7 Michael Mosonyi,Historische ungarische Bildnisse,,,,,7 Michael Mosonyi,,,,,,,Kl,,,,"Ursprünglich bestand die Komposition aus 5 Stücken, ""Ungarische Oden"" überschrieben. Nr. 3 basiert auf Musik von M. Mosonyi, Nr. 5 auf B. Egressys ""Szónat"".",,,,,,,,,,,,,-,,,,,"A334, A261, G34, A279, P5, A249, B50, T36",,Akadémiai Kiadó 1986,79–81,Howard 1993,11–13,,,,,,,"NLGA i/10; Új zenei szemle, vii (1956)†; EMB 1958 (Nr.2-7), 1959 (Nr.1)",DTie,,,,,,,,,,,,"US-Wc erste Edition von ""Mosonyi Gyaszmenete zongorara"", Edward N. und Lilly Waters Collection; noch keine Signatur, weil der Bestand noch nicht vollständig erschlossen ist",,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,14,173,A158,"Harmonies poétiques et religieuses: 2. Version: 1 Invocation, 2 Ave Maria, 3 Bénédiction de Dieu dans la solitude, 4 Pensée des morts, 5 Pater noster, 6 Hymne de l'enfant à son réveil, 7 Funérailles (October 1849), 8 Miserere, d'après Palestrina; 9 Andante lagrimoso, 10 Cantique d'amour",Harmonies poétiques et religieuses,,,Version 2,,,,,,,,,Kl,,,,"Nr. 4 basiert auf Nr. 8, Nr. 9 auf Nr. 9 der 1. Version.",,,,,,,,,,"Lpz. 1853†, Kistner",,,,,,,,"H3, J2",,Gut 1981 ,56,Auman 1991,7,Kaczmarczyk 1993,381–398,Breig 2003,,,,LSP ii; MW ii/7; NLGA i/9,DTie,,D-WRgs GSA 60/I 34,,Enthält nur Nr. 7 Funérailles (October 1849),,,RUS-SPc: Enthält nur Nr. 3 Bénédiction de Dieu dans la solitude,,,US-Wc ML96.L58 ,,"Nur Nr. 8; A-Wgm: Nr. 9; online nicht nachweisbar, keine Antwort aus Bibliothek (Stand 15.05.17)",,,,,,,,,,,,,,,,,,,In Rom soll sich ein Druck mit Eintragungen von Liszt befinden vgl. Gut 1981 S. 56,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,1 Invocation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,2 Ave Maria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,3 Bénédiction de Dieu dans la solitude,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,4 Pensée des morts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,5 Pater noster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,6 Hymne de l'enfant à son réveil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,7 Funérailles (October 1849),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,"8 Miserere, d'après Palestrina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,9 Andante lagrimoso,,,,,,Andante lagrimoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,,,,,,,,,,10 Cantique d'amour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,V. Werke für Klavier zu zwei Händen,1. Originalkompositionen,201,510,A153,Marche héroïque,Marche héroïque,,,,,,,,,E-Dur,C,Allegro deciso,Kl,,,,,,,Arbeiterchor,[Philipp Kaufmann 116076844],,,,,,,,,-,,,,,"M16, B7",,,,,,,,,,,,NLGA i/15,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/U 20 ,,Schrift Adolf Stahr und Handschrift Liszt ,,,,,,,,,,,,,,,,
